"Elphick C, Dunning Jr JB, Sibley DA","2010","The Sibley guide to bird life and behavior","Knopf","","","","FALSE","","","",""
"Stutchbury BJ, Morton ES","2001","Behavioral ecology of tropical birds","Academic Press","","","","FALSE","","","",""
"Ricklefs RE","2012","The Economy of Nature","WH Freeman","","","","FALSE","","","",""
"Greenberg R, Marra PP","2005","Birds of two worlds: the ecology and evolution of migration","Johns Hopkins University Press","","","","FALSE","","","",""
"Holmes RT, Bonney RE","1980","The ecology of migrant birds: a neotropical perspective","Smithsonian Institution Press","","","","FALSE","","","",""
"Morrison ML, Marcot BG, Mannan RW","2012","Wildlife habitat conservation: concepts, challenges and solutions","Routledge","","","","FALSE","","","",""
"Griffith SC, Buchanan KL","2010","The Zebra Finch: A Synthesis of Field and Laboratory Studies","Oxford University Press","","","","FALSE","","","",""
"Kuehn MJ, Richter GV, Clark RG","2014","Tree swallow ","The Birds of North America Online","","","","FALSE","","","",""
"Oberle B, Stolz J","2019","Birds of Wallacea: Sulawesi, the Moluccas Lesser Sunda Islands,Indonesia","Cornell University Press","","","","FALSE","","","",""
"Baden DG, Mende TJ, Espinoza EO, Chinain M","2011","Ciguatoxins and brevetoxins, neurotoxic polyether compounds active on sodium channels","Elsevie","4","","","FALSE","","","",""
"Salmoiraghi GC, Milner JA","2014","An assessment of functional dimensionality recovery","Elsevie","32","","","FALSE","","","",""
"Heiberg J, Kienitz N","2012","Using deep learning for multi-label classification of news articles","Neural Networks IJCNN","","","","FALSE","","","",""
"Jiang X","2013","Interactive topic modeling","JML.","","","","FALSE","","","",""
"Fiske ST, Taylor SE","1991","Social cognition, 2nd ed.","NY: McGraw-Hill","","","","FALSE","","","",""
"Gazzaniga MS, Ivry RB, Mangun GR","2013","Cognitive neuroscience: The biology of the mind","Norton Company","","","","FALSE","","","",""
"Higgins ET","1996","Knowledge activation: Accessibility, applicability and salience","InE.T.","","","","FALSE","","","",""
"Johnson-Laird PN, Byrne RM","1991","Deduction","Hillsdale","","","","FALSE","","","",""
"Lewin K","1951","Field theory in social science","NY: Harper Row","","","","FALSE","","","",""
"Anderson JR","1983","The architecture of cognition","Cambridge,MA: Harvard University Press","","","","FALSE","","","",""
"Atkinson JW, Shiffrin RM","1968","Human memory: A proposed system and its control processes","InK.W.","","","","FALSE","","","",""
"Baddeley AD, Hitch GJ","1974","Working memory","NY: Academic Press","8","","47-89","FALSE","","","",""
"Baron-Cohen S","1995","Mindblindness: An essay on autism and theory of mind","Cambridge,MA: MIT Press","","","","FALSE","","","",""
"Davidson RJ, Begley S","2012","The emotional life of your brain","NY: Penguin","","","","FALSE","","","",""
"Eysenck GJ, Eysenck MW","1985","Personality and individual differences: A natural science approach","NY: Plenum Press","","","","FALSE","","","",""
"Festinger L","1957","A theory of cognitive dissonance","Stanford,CA: Stanford University Press","","","","FALSE","","","",""
"Gazzaniga MS","1985","The social brain: Discovering the networks of the mind","NY: Basic Books","","","","FALSE","","","",""
"James W","1890","The principles of psychology ","NY: Henry Holt","1","","","FALSE","","","",""
"Kahneman D","2011","Thinking, fast and slow","NY: Farrar,Straus and Giroux","","","","FALSE","","","",""
"Piaget J","1954","The construction of reality in the child","NY: Basic Books","","","","FALSE","","","",""
"Rogers CR","1961","On becoming a person: A therapist's view of psychotherapy","London,UK: Constable","","","","FALSE","","","",""
"Skinner BF","1953","Science and human behavior","NY: Simon and Schuster","","","","FALSE","","","",""
"Wundt W","1897","Outlines of psychology","Leipzig,Germany: Wilhelm Engelmann","","","","FALSE","","","",""
"Ainsworth MDS, Blehar MC, Waters E, Wall S","1978","Patterns of attachment: A psychological study of the strange situation","Hillsdale","","","","FALSE","","","",""
"Beck AT, Rush AJ, Shaw BF, Emery G","1987","Cognitive therapy of depression","NY: Guilford Press","","","","FALSE","","","",""
"Buss DM","1994","The evolution of desire: Strategies of human mating","NY: Basic Books","","","","FALSE","","","",""
"Clark GH, Clark EV","1977","Psychology and language: An introduction to psycholinguistics","NY: Harcourt Brace Jovanovich","","","","FALSE","","","",""
"Edelman GM","1987","Neural darwinism: The theory of neuronal group selection","NY: Basic Books","","","","FALSE","","","",""
"Erikson EH","1950","Childhood and society","Norton Company","","","","FALSE","","","",""
"Miller NE","1944","Experimental studies of conflict","Personality and the behavior disorders ","1","","431-465","FALSE","","","",""
"Seber GA, Lee AJ","1992","Linear regression analysis","John Wiley Sons","","","","FALSE","","","",""
"Draper NR, Smith H","2014","Applied regression analysis","John Wiley Sons","","","","FALSE","","","",""
"Montgomery DC, Peck EA, Vining GG","2006","Introduction to linear regression analysis","John Wiley Sons","","","","FALSE","","","",""
"Wooldridge JM","2009","Introductory econometrics: A modern approach","Cengage Learning","","","","FALSE","","","",""
"Greene WH","2003","Econometric analysis","Prentice Hall","","","","FALSE","","","",""
"Gujarati DN, Porter DC","2009","Basic econometrics","McGraw-Hill Education","","","","FALSE","","","",""
"Kutner MH, Nachtsheim CJ, Neter J, Li W","2004","Applied linear statistical models","McGraw-Hill/Irwin","","","","FALSE","","","",""
"Gelman A, Carlin JB, Stern GS, Dunson DB, Vehtari A, Rubin DB","2013","Bayesian data analysis","CRC press","","","","FALSE","","","",""
"Hastie T, Tibshirani R, Friedman J","2009","The elements of statistical learning: data mining, inference and prediction","Springer Science Business Media","","","","FALSE","","","",""
"Fahrmeir L, Kneib T, Lang S, Marx B","2013","Regression: models, methods and applications","Springer Science Business Media","","","","FALSE","","","",""
"Kennedy P","2008","A guide to econometrics","John Wiley Sons","","","","FALSE","","","",""
"Greene WH","2017","Econometric analysis","Prentice Hall","","","","FALSE","","","",""
"Ashenfelter O, Card D","1985","Using the longitudinal structure of earnings to estimate the effect of training programs","Review of Economics and Statistics","604-614","","","FALSE","","","",""
"Turchin P","2003","Quantitative analysis of movement: measuring and modeling population redistribution in plants and animals","Sinauer Associates","","","","FALSE","","","",""
"Simonoff JS","2003","Smoothing methods in statistics ","Springer Science Business Media","3","","","FALSE","","","",""
"Roy A","1959","Regression analysis when the dependent variable is truncated normal","Econometrica: Journal of the Econometric Society","169-177","","","FALSE","","","",""
"Carroll RJ, Ruppert D, Stefanski LA","1995","Measurement error in nonlinear models: a modern perspective","Chapman Hall/CRC.","","","","FALSE","","","",""
"Davidson R, MacKinnon JG","1993","Estimation and inference in econometrics","OUP Catalogue","","","","FALSE","","","",""
"Arminger G, Clogg CC, Sobel ME","1995","Handbook of statistical modeling for the social and behavioral sciences","Springer Science Business Media","","","","FALSE","","","",""
"McCullagh P, Nelder JA","1989","Generalized linear models","Chapman and Hall/CRC.","","","","FALSE","","","",""
"Meyer JM, Harding D, Terry WE","2004","The measurement of unemployment","Cambridge University Press","","","","FALSE","","","",""
"Cook RD, Weisberg S","1999","Applied regression including computing and graphics","John Wiley Sons","","","","FALSE","","","",""
"Wooldridge JM","2016","Econometric analysis of cross section and panel data","MIT Press","","","","FALSE","","","",""
"Venables WN, Ripley BD","2003","Modern applied statistics withS.","Springer Science Business Media","","","","FALSE","","","",""
"Breusch TS, Pagan AR","1979","A simple test for heteroscedasticity and random coefficient variation","Econometrica: Journal of the Econometric Society","1287-1294","","","FALSE","","","",""
"Kneib T, Hothorn T, Tutz G","2009","Variable selection and model choice in geostatistics: An application to ozone monitoring data","Handbook of Spatial Statistics","501-515","","","FALSE","","","",""
"Mammen E","1991","Estimating a smooth monotone regression function","The Annals of Statistics","1691-1711","","","FALSE","","","",""
"McCulloch CE, Searle SR","2001","Generalized, linear and mixed models","John Wiley Sons","","","","FALSE","","","",""
"Venables WN, Ripley BD","2002","Modern applied statistics with S, 4th ed.","Springer Science Business Media","","","","FALSE","","","",""
"Shumway RH, Stoffer DS","2010","Time series analysis and its applications","Springer Science Business Media","","","","FALSE","","","",""
"Ramsay JO, Silverman BW","2006","Functional data analysis","Springer","","","","FALSE","","","",""
"Fox J, Weisberg S","2018","An R companion to applied regression , 3rd ed.","Sage","","","","FALSE","","","",""
"Rothman KJ, Greenland S, Lash TL","2017","Modern epidemiology","Lippincott Williams Wilkins","","","","FALSE","","","",""
"Akaike H","1973","Information theory and an extension of the maximum likelihood principle","AkadÃƒÂ©miai KiadÃƒÂ³ ","267-281","","","FALSE","","","",""
"Antoniadis A, Sapatinas T","2003","Wavelet methods for time series analysis","Cambridge University Press","","","","FALSE","","","",""
"Belsley DA, Kuh E, Welsch RE","1980","Regression diagnostics: Identifying influential data and sources of collinearity","Wiley","","","","FALSE","","","",""
"De Veaux RD, Velleman PF, Bock DE","2017","Intro Stats","Pearson","","","","FALSE","","","",""
"Fan J, Gijbels I","1996","Local polynomial modelling and its applications: Monographs on statistics and applied probability","CRC Press","","","","FALSE","","","",""
"Fomby T, Hill RC, Johnson SR","2011","Advanced Econometric Methods","Springer","","","","FALSE","","","",""
"Fox J","2008","Applied regression analysis and generalized linear models","Sage Publications","","","","FALSE","","","",""
"Fuller WA","1987","Measurement error models","Wiley","","","","FALSE","","","",""
"Gelman A, Carlin JB, Stern GS, Dunson DB, Vehtari A, Rubin DB","2013","Bayesian Data Analysis","CRC Press","","","","FALSE","","","",""
"Greene WH","2003","Econometric Analysis","Prentice Hall","","","","FALSE","","","",""
"Hastie T, Tibshirani R, Friedman J","2009","The Elements of Statistical Learning: Data Mining,Inference and Prediction","Springer","","","","FALSE","","","",""
"Judge GG, Hill RC, Griffiths WE, LÃƒÂ¼tkepohl G, Lee TC","1985","The theory and practice of econometrics, 2nd ed.","Wiley","","","","FALSE","","","",""
"Kendall MG, Stuart A","1963","The advanced theory of statistics: Volume 2,Inference and relationship","Charles Griffin Company","","","","FALSE","","","",""
"LÃƒÂ¼tkepohl H","2005","New introduction to multiple time series analysis","Springer","","","","FALSE","","","",""
"Ruppert D, Wand MP, Carroll RJ","2003","Semiparametric regression","Cambridge University Press","","","","FALSE","","","",""
"Savage LJ","1954","The foundations of statistics","John Wiley Sons","","","","FALSE","","","",""
